SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Horizocerus hartlaubi hartlaubi,Black Dwarf Hornbill (Western),bkdhor1,issf,9400.0,WLHO BDHO,HOHA,,Bucerotiformes,Hornbills,Bucerotidae,bldhor1,,,bucero1
Horizocerus hartlaubi granti,Black Dwarf Hornbill (Eastern),bkdhor2,issf,9401.0,WLHO BDHO,HOHA,,Bucerotiformes,Hornbills,Bucerotidae,bldhor1,,,bucero1
Ceratogymna atrata,Black-casqued Hornbill,blchor1,species,9402.0,BCHO,CEAT,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Ceratogymna elata,Yellow-casqued Hornbill,yechor1,species,9403.0,YCHO,CEEL,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Ceratogymna atrata/elata,Black-casqued/Yellow-casqued Hornbill,y00865,slash,9404.0,YCHO BCHO,CEEL CEAT,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Bycanistes brevis,Silvery-cheeked Hornbill,sichor1,species,9405.0,SCHO,BYBR,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Bycanistes subcylindricus,Black-and-white-casqued Hornbill,bawhor2,species,9406.0,BAWC GCHO,BYSU,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Bycanistes cylindricus,Brown-cheeked Hornbill,bnchor1,species,9409.0,BCHO,BYCY,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Bycanistes albotibialis,White-thighed Hornbill,whthor1,species,9410.0,WTHO,BYAL,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Bycanistes bucinator,Trumpeter Hornbill,truhor1,species,9411.0,TRHO,BYBU,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Bycanistes fistulator,Piping Hornbill,piphor1,species,9412.0,WPHO PIHO,BYFI,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Bycanistes fistulator fistulator,Piping Hornbill (Western),piphor2,issf,9413.0,WPHO PIHO,BYFI,,Bucerotiformes,Hornbills,Bucerotidae,piphor1,,,bucero1
Bycanistes fistulator sharpii/duboisi,Piping Hornbill (Eastern),piphor3,issf,9414.0,WPHO PIHO,BYFI,,Bucerotiformes,Hornbills,Bucerotidae,piphor1,,,bucero1
Buceros vigil,Helmeted Hornbill,helhor1,species,9417.0,HEHO,BUVI,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Buceros hydrocorax,Rufous Hornbill,rufhor1,species,9418.0,RUHO NRHO,BUHY,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Buceros hydrocorax hydrocorax,Rufous Hornbill (Northern),rufhor3,issf,9419.0,RUHO NRHO,BUHY,,Bucerotiformes,Hornbills,Bucerotidae,rufhor1,,,bucero1
Buceros hydrocorax mindanensis/semigaleatus,Rufous Hornbill (Southern),rufhor4,issf,9420.0,RUHO NRHO,BUHY,,Bucerotiformes,Hornbills,Bucerotidae,rufhor1,,,bucero1
Buceros rhinoceros,Rhinoceros Hornbill,rhihor1,species,9423.0,RHHO,BURH,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Buceros bicornis,Great Hornbill,grehor1,species,9427.0,GRHO,BUBI,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Buceros rhinoceros/bicornis,Rhinoceros/Great Hornbill,y00396,slash,9428.0,RHHO GRHO,BUBI BURH,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Anorrhinus galeritus,Bushy-crested Hornbill,buchor1,species,9429.0,BCHO,ANGA,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Anorrhinus austeni,Brown Hornbill,brnhor1,species,9430.0,BRHO ABHO,ANAU,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Anorrhinus tickelli,Rusty-cheeked Hornbill,ruchor1,species,9431.0,RCHO TBHO,ANTI,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Ocyceros birostris,Indian Gray Hornbill,inghor2,species,9432.0,IGHO,OCBI,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Ocyceros griseus,Malabar Gray Hornbill,maghor2,species,9433.0,MGHO,OCGR,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Ocyceros birostris/griseus,Indian/Malabar Gray Hornbill,y00397,slash,9434.0,MGHO IGHO,OCGR OCBI,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Ocyceros gingalensis,Sri Lanka Gray Hornbill,ceghor1,species,9435.0,SLGH,OCGI,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Anthracoceros malayanus,Black Hornbill,blahor1,species,9436.0,BLHO,ANMA,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Anthracoceros montani,Sulu Hornbill,sulhor2,species,9437.0,SUHO,ANMO,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Anthracoceros coronatus,Malabar Pied-Hornbill,maphor1,species,9438.0,MPHO MAPH,ANCO,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Anthracoceros albirostris,Oriental Pied-Hornbill,orphor1,species,9439.0,OPHO ORPH,ANAL,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Anthracoceros coronatus/albirostris,Malabar/Oriental Pied-Hornbill,y01097,slash,9442.0,OPHO MPHO ORPH MAPH,ANAL ANCO,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Anthracoceros marchei,Palawan Hornbill,palhor1,species,9443.0,PAHO,ANMA,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Aceros nipalensis,Rufous-necked Hornbill,runhor1,species,9444.0,RNHO,ACNI,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Rhyticeros cassidix,Knobbed Hornbill,knohor1,species,9445.0,KNHO,RHCA,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Rhyticeros everetti,Sumba Hornbill,sumhor1,species,9446.0,SUHO,RHEV,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Rhyticeros undulatus,Wreathed Hornbill,wrehor1,species,9447.0,WRHO,RHUN,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Rhyticeros subruficollis,Plain-pouched Hornbill,plphor1,species,9448.0,PPHO,RHSU,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Rhyticeros undulatus/subruficollis,Wreathed/Plain-pouched Hornbill,y01032,slash,9449.0,WRHO PPHO,RHUN RHSU,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Rhyticeros narcondami,Narcondam Hornbill,narhor1,species,9450.0,NAHO,RHNA,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Rhyticeros plicatus,Blyth's Hornbill,blyhor1,species,9451.0,PAHO BLHO,RHPL,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Rhabdotorrhinus exarhatus,Sulawesi Hornbill,sulhor1,species,9458.0,SUHO,RHEX,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Rhabdotorrhinus exarhatus exarhatus,Sulawesi Hornbill (Dwarf),sulhor3,issf,9459.0,SUHO,RHEX,,Bucerotiformes,Hornbills,Bucerotidae,sulhor1,,,bucero1
Rhabdotorrhinus exarhatus sanfordi,Sulawesi Hornbill (Sanford's),sulhor4,issf,9460.0,SUHO,RHEX,,Bucerotiformes,Hornbills,Bucerotidae,sulhor1,,,bucero1
Rhabdotorrhinus corrugatus,Wrinkled Hornbill,wrihor1,species,9461.0,WRHO,RHCO,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Rhabdotorrhinus waldeni,Writhe-billed Hornbill,wrbhor1,species,9462.0,WAHO WBHO RHHO,RHWA,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Rhabdotorrhinus leucocephalus,Writhed Hornbill,wrihor2,species,9463.0,WRHO,RHLE,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Penelopides panini,Visayan Hornbill,tarhor1,species,9464.0,VIHO,PEPA,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Penelopides manillae,Luzon Hornbill,luzhor1,species,9467.0,LUHO,PEMA,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Penelopides mindorensis,Mindoro Hornbill,minhor2,species,9468.0,MIHO,PEMI,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Penelopides samarensis,Samar Hornbill,samhor1,species,9469.0,MIHO SAHO,PESA,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Penelopides affinis,Mindanao Hornbill,minhor1,species,9470.0,MIHO,PEAF,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Bucerotidae sp.,hornbill sp.,hornbi1,spuh,9473.0,,,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Todus multicolor,Cuban Tody,cubtod1,species,9475.0,,TOMU,CUTO,Coraciiformes,Todies,Todidae,,,,todida1
Todus subulatus,Broad-billed Tody,brbtod1,species,9476.0,,TOSU,BBTO,Coraciiformes,Todies,Todidae,,,,todida1
Todus angustirostris,Narrow-billed Tody,nabtod1,species,9477.0,,TOAN,NBTO,Coraciiformes,Todies,Todidae,,,,todida1
Todus subulatus/angustirostris,Broad-billed/Narrow-billed Tody,y00866,slash,9478.0,BBTO NBTO,TOSU TOAN,,Coraciiformes,Todies,Todidae,,,,todida1
Todus todus,Jamaican Tody,jamtod1,species,9479.0,,TOTO,JATO,Coraciiformes,Todies,Todidae,,,,todida1
Todus mexicanus,Puerto Rican Tody,purtod1,species,9480.0,,TOME,PRTO,Coraciiformes,Todies,Todidae,,,,todida1
Hylomanes momotula,Tody Motmot,todmot1,species,9482.0,,HYMO,TOMO,Coraciiformes,Motmots,Momotidae,,,,momoti1
Aspatha gularis,Blue-throated Motmot,bltmot1,species,9486.0,,ASGU,BTMO,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotus mexicanus,Russet-crowned Motmot,rucmot1,species,9487.0,,MOME,RCMO,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotus coeruliceps,Blue-capped Motmot,bucmot1,species,9492.0,,MOCO,BCMO,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotus lessonii,Lesson's Motmot,bucmot2,species,9493.0,BDMO,MOLE,LEMO,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotus coeruliceps x lessonii,Blue-capped x Lesson's Motmot (hybrid),x00887,hybrid,9497.0,BCMO LEMO BDMO,MOCO MOLE,,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotus coeruliceps/lessonii,Blue-capped/Lesson's Motmot,y01033,slash,9498.0,BCMO LEMO BDMO,MOCO MOLE,,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotus subrufescens,Whooping Motmot,bucmot3,species,9499.0,,MOSU,WHMO,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotus subrufescens [subrufescens Group],Whooping Motmot (Whooping),whomot1,issf,9500.0,WHMO,MOSU,,Coraciiformes,Motmots,Momotidae,bucmot3,,,momoti1
Momotus subrufescens argenticinctus,Whooping Motmot (argenticinctus),whomot2,issf,9504.0,WHMO,MOSU,,Coraciiformes,Motmots,Momotidae,bucmot3,,,momoti1
Momotus bahamensis,Trinidad Motmot,trimot1,species,9505.0,TRMO,MOBA,,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotus momota,Amazonian Motmot,bucmot4,species,9506.0,AMMO,MOMO,,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotus aequatorialis,Andean Motmot,higmot1,species,9516.0,ANMO HIMO,MOAE,,Coraciiformes,Motmots,Momotidae,,,,momoti1
Baryphthengus martii,Rufous Motmot,rufmot1,species,9519.0,RUMO,BAMA,RMOT,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotus momota x Baryphthengus martii,Amazonian x Rufous Motmot (hybrid),x00402,hybrid,9522.0,AMMO RMOT RUMO,MOMO BAMA,,Coraciiformes,Motmots,Momotidae,,,,momoti1
Baryphthengus ruficapillus,Rufous-capped Motmot,rucmot2,species,9523.0,RCMO,BARU,,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotus momota x Baryphthengus ruficapillus,Amazonian x Rufous-capped Motmot (hybrid),x00769,hybrid,9524.0,AMMO RCMO,BARU MOMO,,Coraciiformes,Motmots,Momotidae,,,,momoti1
Electron carinatum,Keel-billed Motmot,kebmot1,species,9525.0,,ELCA,KBMO,Coraciiformes,Motmots,Momotidae,,,,momoti1
Electron platyrhynchum,Broad-billed Motmot,brbmot1,species,9526.0,,ELPL,BBMO,Coraciiformes,Motmots,Momotidae,,,,momoti1
Electron platyrhynchum [platyrhynchum Group],Broad-billed Motmot (Broad-billed),brbmot2,issf,9527.0,BBMO,ELPL,,Coraciiformes,Motmots,Momotidae,brbmot1,,,momoti1
Electron platyrhynchum [pyrrholaemum Group],Broad-billed Motmot (Plain-tailed),brbmot3,issf,9531.0,BBMO,ELPL,,Coraciiformes,Motmots,Momotidae,brbmot1,,,momoti1
Electron carinatum/platyrhynchum,Keel-billed/Broad-billed Motmot,y00733,slash,9535.0,BBMO KBMO,ELCA ELPL,,Coraciiformes,Motmots,Momotidae,,,,momoti1
Eumomota superciliosa,Turquoise-browed Motmot,tubmot1,species,9536.0,,EUSU,TBMO,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotidae sp.,motmot sp.,motmot1,spuh,9544.0,,,,Coraciiformes,Motmots,Momotidae,,,,momoti1
Alcedo hercules,Blyth's Kingfisher,blykin1,species,9546.0,BLKI,ALHE,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Alcedo atthis,Common Kingfisher,comkin1,species,9547.0,COKI,ALAT,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Alcedo atthis [atthis Group],Common Kingfisher (Common),comkin2,issf,9548.0,COKI,ALAT,,Coraciiformes,Kingfishers,Alcedinidae,comkin1,,,alcedi1
Alcedo atthis hispidoides/salomonensis,Common Kingfisher (Cobalt-eared),comkin3,issf,9554.0,COKI,ALAT,,Coraciiformes,Kingfishers,Alcedinidae,comkin1,,,alcedi1
Alcedo semitorquata,Half-collared Kingfisher,hackin1,species,9557.0,SCKI HCKI,ALSE,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Alcedo quadribrachys,Shining-blue Kingfisher,shbkin1,species,9561.0,SBKI,ALQU,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Alcedo meninting,Blue-eared Kingfisher,blekin1,species,9564.0,BEKI,ALME,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Alcedo atthis/meninting,Common/Blue-eared Kingfisher,y00398,slash,9571.0,COKI BEKI,ALAT ALME,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Alcedo peninsulae,Malaysian Blue-banded Kingfisher,bubkin1,species,9572.0,BBKI MBBK,ALPE,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Alcedo euryzona,Javan Blue-banded Kingfisher,bubkin2,species,9573.0,BBKI JBBK,ALEU,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Alcedo coerulescens,Small Blue Kingfisher,smbkin1,species,9574.0,CEKI SBKI,ALCO,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx azureus,Azure Kingfisher,azukin1,species,9575.0,AZKI,CEAZ,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx websteri,Bismarck Kingfisher,biskin1,species,9583.0,BIKI,CEWE,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx cyanopectus,Indigo-banded Kingfisher,inbkin2,species,9584.0,NIBK IBKI,CECY,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx cyanopectus cyanopectus,Indigo-banded Kingfisher (Northern),inbkin1,issf,9585.0,NIBK IBKI,CECY,,Coraciiformes,Kingfishers,Alcedinidae,inbkin2,,,alcedi1
Ceyx cyanopectus nigrirostris,Indigo-banded Kingfisher (Southern),inbkin3,issf,9586.0,NIBK IBKI,CECY,,Coraciiformes,Kingfishers,Alcedinidae,inbkin2,,,alcedi1
Ceyx flumenicola,Northern Silvery-Kingfisher,norsik1,species,9587.0,NOSK NSKI,CEFL,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx argentatus,Southern Silvery-Kingfisher,silkin1,species,9588.0,SSKI SOSK,CEAR,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx pusillus,Little Kingfisher,litkin1,species,9589.0,LIKI,CEPU,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx erithaca,Black-backed Dwarf-Kingfisher,bkbkin1,species,9599.0,BBDK ODKI,CEER,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx rufidorsa,Rufous-backed Dwarf-Kingfisher,rubkin1,species,9602.0,RBDK ODKI,CERU,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx erithaca/rufidorsa,Black-backed/Rufous-backed Dwarf-Kingfisher,y00867,slash,9607.0,BBDK RBDK ODKI,CEER CERU,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx melanurus,Philippine Dwarf-Kingfisher,phikin1,species,9608.0,NPDK PHDK PDKI,CEME,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx melanurus melanurus,Philippine Dwarf-Kingfisher (Luzon),phidwk1,issf,9609.0,NPDK PHDK PDKI,CEME,,Coraciiformes,Kingfishers,Alcedinidae,phikin1,,,alcedi1
Ceyx melanurus samarensis,Philippine Dwarf-Kingfisher (Samar),phidwk2,issf,9610.0,NPDK PHDK PDKI,CEME,,Coraciiformes,Kingfishers,Alcedinidae,phikin1,,,alcedi1
Ceyx melanurus mindanensis,Philippine Dwarf-Kingfisher (Mindanao),phidwk3,issf,9611.0,NPDK PHDK PDKI,CEME,,Coraciiformes,Kingfishers,Alcedinidae,phikin1,,,alcedi1
Ceyx sangirensis,Sangihe Dwarf-Kingfisher,suldwk1,species,9612.0,SDKI SADK,CESA,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx fallax,Sulawesi Dwarf-Kingfisher,sulkin1,species,9613.0,SDKI SUDK,CEFA,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx margarethae,Dimorphic Dwarf-Kingfisher,vardwk1,species,9614.0,DIDK DDKI,CEMA,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx wallacii,Sula Dwarf-Kingfisher,vardwk2,species,9615.0,SDKI SUDK,CEWA,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx lepidus,Moluccan Dwarf-Kingfisher,varkin1,species,9616.0,VDKI MODK MDKI,CELE,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx lepidus uropygialis,Moluccan Dwarf-Kingfisher (North Moluccan),vardwk3,issf,9617.0,VDKI MDKI MODK,CELE,,Coraciiformes,Kingfishers,Alcedinidae,varkin1,,,alcedi1
Ceyx lepidus lepidus,Moluccan Dwarf-Kingfisher (Seram),vardwk4,issf,9618.0,VDKI MDKI MODK,CELE,,Coraciiformes,Kingfishers,Alcedinidae,varkin1,,,alcedi1
Ceyx cajeli,Buru Dwarf-Kingfisher,vardwk5,species,9619.0,BUDK BDKI,CECA,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx solitarius,Papuan Dwarf-Kingfisher,vardwk6,species,9620.0,NGDK PADK PDKI,CESO,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx dispar,Manus Dwarf-Kingfisher,vardwk7,species,9621.0,MADK MDKI,CEDI,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx mulcatus,New Ireland Dwarf-Kingfisher,vardwk8,species,9622.0,NIDK,CEMU,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx sacerdotis,New Britain Dwarf-Kingfisher,vardwk9,species,9623.0,NBDK,CESA,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx collectoris,New Georgia Dwarf-Kingfisher,vardwk11,species,9624.0,NGDK,CECO,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx meeki,North Solomons Dwarf-Kingfisher,nosdwk1,species,9625.0,NSDK,CEME,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx meeki pallidus,North Solomons Dwarf-Kingfisher (Bougainville),vardwk10,issf,9626.0,NSDK,CEME,,Coraciiformes,Kingfishers,Alcedinidae,nosdwk1,,,alcedi1
Ceyx meeki meeki,North Solomons Dwarf-Kingfisher (North Solomons),vardwk12,issf,9627.0,NSDK,CEME,,Coraciiformes,Kingfishers,Alcedinidae,nosdwk1,,,alcedi1
Ceyx nigromaxilla,Guadalcanal Dwarf-Kingfisher,guadwk1,species,9628.0,GUDK MDKI GDKI,CENI,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ceyx nigromaxilla malaitae,Guadalcanal Dwarf-Kingfisher (Malaita),vardwk13,issf,9629.0,GUDK MDKI GDKI,CENI,,Coraciiformes,Kingfishers,Alcedinidae,guadwk1,,,alcedi1
Ceyx nigromaxilla nigromaxilla,Guadalcanal Dwarf-Kingfisher (Guadalcanal),vardwk14,issf,9630.0,GUDK MDKI GDKI,CENI,,Coraciiformes,Kingfishers,Alcedinidae,guadwk1,,,alcedi1
Ceyx gentianus,Makira Dwarf-Kingfisher,vardwk15,species,9631.0,MADK SCDK MDKI,CEGE,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Corythornis cristatus,Malachite Kingfisher,malkin1,species,9632.0,MTKI MAKI,COCR,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Corythornis cristatus [cristatus Group],Malachite Kingfisher (Mainland),malkin3,issf,9633.0,MAKI MTKI,COCR,,Coraciiformes,Kingfishers,Alcedinidae,malkin1,,,alcedi1
Corythornis cristatus thomensis,Malachite Kingfisher (Sao Tome),malkin5,issf,9637.0,MTKI MAKI,COCR,,Coraciiformes,Kingfishers,Alcedinidae,malkin1,,,alcedi1
Corythornis cristatus nais,Malachite Kingfisher (Principe),malkin4,issf,9638.0,MTKI MAKI,COCR,,Coraciiformes,Kingfishers,Alcedinidae,malkin1,,,alcedi1
Corythornis vintsioides,Malagasy Kingfisher,malkin2,species,9639.0,MAKI,COVI,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Corythornis leucogaster,White-bellied Kingfisher,whbkin1,species,9642.0,WBKI,COLE,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Corythornis madagascariensis,Madagascar Pygmy Kingfisher,mapkin1,species,9646.0,MAPK MPKI,COMA,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ispidina picta,African Pygmy Kingfisher,afpkin1,species,9649.0,AFPK APKI,ISPI,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Ispidina lecontei,African Dwarf Kingfisher,dwakin1,species,9653.0,AFDK ADKI,ISLE,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Lacedo pulchella,Banded Kingfisher,bankin1,species,9656.0,BFKI BAKI,LAPU,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Lacedo pulchella [pulchella Group],Banded Kingfisher (Banded),bankin2,issf,9657.0,BFKI BAKI,LAPU,,Coraciiformes,Kingfishers,Alcedinidae,bankin1,,,alcedi1
Lacedo pulchella melanops,Banded Kingfisher (Black-faced),bankin3,issf,9661.0,BFKI BAKI,LAPU,,Coraciiformes,Kingfishers,Alcedinidae,bankin1,,,alcedi1
Dacelo novaeguineae,Laughing Kookaburra,laukoo1,species,9662.0,LAKO,DANO,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Dacelo leachii,Blue-winged Kookaburra,blwkoo1,species,9665.0,BWKO,DALE,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Dacelo tyro,Spangled Kookaburra,spakoo1,species,9670.0,SPKO,DATY,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Dacelo gaudichaud,Rufous-bellied Kookaburra,rubkoo1,species,9673.0,RBKO,DAGA,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Dacelo rex,Shovel-billed Kookaburra,shbkoo1,species,9674.0,SBKO SBKI,DARE,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Cittura sanghirensis,Sangihe Lilac Kingfisher,lickin1,species,9675.0,LIKI SLKI LCKI,CISA,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Cittura cyanotis,Sulawesi Lilac Kingfisher,lickin2,species,9676.0,LIKI SLKI LCKI,CICY,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Pelargopsis amauroptera,Brown-winged Kingfisher,bnwkin1,species,9677.0,BWKI,PEAM,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Pelargopsis capensis,Stork-billed Kingfisher,stbkin1,species,9678.0,SBKI,PECA,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Pelargopsis melanorhyncha,Great-billed Kingfisher,blbkin1,species,9694.0,GBKI BBKI,PEME,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Halcyon coromanda,Ruddy Kingfisher,rudkin1,species,9698.0,RUKI,HACO,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Halcyon badia,Chocolate-backed Kingfisher,chbkin2,species,9709.0,CBKI,HABA,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Halcyon smyrnensis,White-throated Kingfisher,whtkin2,species,9712.0,WBKI SMKI WTKI,HASM,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Halcyon gularis,Brown-breasted Kingfisher,bnbkin1,species,9718.0,BBKI WTKI,HAGU,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Halcyon leucocephala,Gray-headed Kingfisher,gyhkin1,species,9719.0,GHKI,HALE,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Halcyon pileata,Black-capped Kingfisher,blckin1,species,9725.0,BCKI,HAPI,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Halcyon cyanoventris,Javan Kingfisher,javkin1,species,9726.0,JAKI,HACY,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Halcyon senegalensis,Woodland Kingfisher,wookin1,species,9727.0,WOKI,HASE,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Halcyon senegaloides,Mangrove Kingfisher,mankin2,species,9731.0,MAKI,HASE,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Halcyon malimbica,Blue-breasted Kingfisher,blbkin4,species,9734.0,BBKI,HAMA,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Halcyon albiventris,Brown-hooded Kingfisher,brhkin1,species,9739.0,BHKI,HAAL,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Halcyon chelicuti,Striped Kingfisher,strkin1,species,9744.0,STKI,HACH,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
Todiramphus nigrocyaneus,Blue-black Kingfisher,blbkin3,species,9747.0,BBKI,TONI,,Coraciiformes,Kingfishers,Alcedinidae,,,,alcedi1
