SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,FAMILY_CODE
Hypsipetes ganeesa humii,Square-tailed Bulbul (Sri Lanka),sqtbul3,issf,24189.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Hypsipetes parvirostris,Grande Comore Bulbul,combul1,species,24190.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Hypsipetes moheliensis,Moheli Bulbul,mohbul1,species,24191.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Hypsipetes crassirostris,Seychelles Bulbul,seybul1,species,24192.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Microtarsus eutilotus,Puff-backed Bulbul,pubbul1,species,24193.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Microtarsus melanoleucos,Black-and-white Bulbul,bawbul2,species,24194.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Microtarsus urostictus,Yellow-wattled Bulbul,yewbul1,species,24195.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Microtarsus priocephalus,Gray-headed Bulbul,gyhbul1,species,24201.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Microtarsus melanocephalos,Black-headed Bulbul,blhbul1,species,24202.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Microtarsus fuscoflavescens,Andaman Bulbul,andbul1,species,24207.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Microtarsus nieuwenhuisii,Blue-wattled Bulbul,blwbul1,species,24208.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Rubigula erythropthalmos,Spectacled Bulbul,spebul1,species,24211.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Rubigula cyaniventris,Gray-bellied Bulbul,gybbul1,species,24214.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Rubigula squamata,Scaly-breasted Bulbul,scbbul1,species,24217.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Rubigula flaviventris,Black-crested Bulbul,blcbul2,species,24221.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Rubigula gularis,Flame-throated Bulbul,bkcbul1,species,24230.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Rubigula melanictera,Black-capped Bulbul,bkcbul2,species,24231.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Rubigula dispar,Ruby-throated Bulbul,bkcbul3,species,24232.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Rubigula dispar dispar,Ruby-throated Bulbul (Yellow-eyed),rutbul1,issf,24233.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Rubigula dispar matamerah,Ruby-throated Bulbul (Red-eyed),rutbul2,issf,24234.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Rubigula montis,Bornean Bulbul,bkcbul4,species,24235.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Nok hualon,Bare-faced Bulbul,bafbul1,species,24236.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Spizixos canifrons,Crested Finchbill,crefin1,species,24237.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Spizixos semitorques,Collared Finchbill,colfin1,species,24240.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus tympanistrigus,Spot-necked Bulbul,spnbul1,species,24243.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus simplex,Cream-vented Bulbul,crvbul1,species,24244.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus simplex simplex/halizonus,Cream-vented Bulbul (White-eyed),crvbul2,issf,24245.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus simplex prillwitzi/perplexus,Cream-vented Bulbul (Red-eyed),crvbul3,issf,24248.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus plumosus,Olive-winged Bulbul,olwbul1,species,24251.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus plumosus [plumosus Group],Olive-winged Bulbul (Olive-winged),olwbul9,issf,24252.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus plumosus porphyreus,Olive-winged Bulbul (Barusan),olwbul3,issf,24259.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus brunneus,Red-eyed Bulbul,reebul1,species,24260.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus zeylanicus,Straw-headed Bulbul,sthbul1,species,24263.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus pseudosimplex,Cream-eyed Bulbul,crebul1,species,24264.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus simplex/pseudosimplex,Cream-vented/Cream-eyed Bulbul,y01151,slash,24265.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus cinereifrons,Ashy-fronted Bulbul,asfbul1,species,24266.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus luteolus,White-browed Bulbul,whbbul2,species,24267.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus blanfordi,Ayeyarwady Bulbul,ayebul1,species,24270.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
Pycnonotus conradi,Streak-eared Bulbul,stebul2,species,24271.0,Passeriformes,Bulbuls,Pycnonotidae,pycnon4
